$<obj,$HAVE_SEQUENCE,$HAVE_QUEUE,$HAVE_CRYPTO,$HAVE_REPLICATION,$HAVE_STATISTICS,$HAVE_HASH,$HAVE_VERIFY,$DIAGNOSTIC
1397243.49832,0,0,0,0,0,0,0,0
1618367.71824,0,0,0,0,1,0,0,0
1413033.42302,1,0,0,0,0,0,0,0
1640050.68683,1,0,0,0,1,0,0,0
1436586.99879,0,0,0,0,0,0,1,0
1452376.92348,1,0,0,0,0,0,1,0
1657656.96922,0,0,0,0,1,0,1,0
1679339.93781,1,0,0,0,1,0,1,0
1466531.16372,0,0,0,1,0,0,0,0
1719061.18466,0,0,0,1,1,0,0,0
1505874.66418,0,0,0,1,0,0,1,0
1758353.53561,0,0,0,1,1,0,1,0
1482321.08841,1,0,0,1,0,0,0,0
1521664.58887,1,0,0,1,0,0,1,0
1740744.15325,1,0,0,1,1,0,0,0
1780036.5042,1,0,0,1,1,0,1,0
1442135.94596,0,1,0,0,0,0,0,0
1668889.71229,0,1,0,0,1,0,0,0
1457925.87065,1,1,0,0,0,0,0,0
1690572.68088,1,1,0,0,1,0,0,0
1511880.857,0,1,0,1,0,0,0,0
1527670.78169,1,1,0,1,0,0,0,0
1770040.42435,0,1,0,1,1,0,0,0
1791723.39294,1,1,0,1,1,0,0,0
1481479.44642,0,1,0,0,0,0,1,0
1708178.96327,0,1,0,0,1,0,1,0
1551224.35746,0,1,0,1,0,0,1,0
1809332.7753,0,1,0,1,1,0,1,0
1497269.37111,1,1,0,0,0,0,1,0
1567014.28215,1,1,0,1,0,0,1,0
1729861.93186,1,1,0,0,1,0,1,0
1831015.74389,1,1,0,1,1,0,1,0
1485481.28332,0,0,0,0,0,1,0,0
1718762.03751,0,0,0,0,1,1,0,0
1501271.20801,1,0,0,0,0,1,0,0
1740445.0061,1,0,0,0,1,1,0,0
1524700.78496,0,0,0,0,0,1,1,0
1540490.70965,1,0,0,0,0,1,1,0
1757981.53915,0,0,0,0,1,1,1,0
1779664.50774,1,0,0,0,1,1,1,0
1530392.33077,0,1,0,0,0,1,0,0
1769302.63137,0,1,0,0,1,1,0,0
1569611.83242,0,1,0,0,0,1,1,0
1808522.13301,0,1,0,0,1,1,1,0
1546182.25547,1,1,0,0,0,1,0,0
1585401.75711,1,1,0,0,0,1,1,0
1790985.59996,1,1,0,0,1,1,0,0
1830205.1016,1,1,0,0,1,1,1,0
1554768.94871,0,0,0,1,0,1,0,0
1819458.60389,0,0,0,1,1,1,0,0
1570558.8734,1,0,0,1,0,1,0,0
1841141.57248,1,0,0,1,1,1,0,0
1600137.24182,0,1,0,1,0,1,0,0
1615927.16651,1,1,0,1,0,1,0,0
1870456.4434,0,1,0,1,1,1,0,0
1892139.41199,1,1,0,1,1,1,0,0
1593988.45035,0,0,0,1,0,1,1,0
1858675.00556,0,0,0,1,1,1,1,0
1639356.74346,0,1,0,1,0,1,1,0
1909672.84508,0,1,0,1,1,1,1,0
1609778.37504,1,0,0,1,0,1,1,0
1655146.66815,1,1,0,1,0,1,1,0
1880357.97415,1,0,0,1,1,1,1,0
1931355.81366,1,1,0,1,1,1,1,0
1412376.22927,0,0,1,0,0,0,0,0
1633500.44919,0,0,1,0,1,0,0,0
1428166.15396,1,0,1,0,0,0,0,0
1655183.41778,1,0,1,0,1,0,0,0
1451719.72973,0,0,1,0,0,0,1,0
1467509.65442,1,0,1,0,0,0,1,0
1672789.70017,0,0,1,0,1,0,1,0
1694472.66876,1,0,1,0,1,0,1,0
1481663.89467,0,0,1,1,0,0,0,0
1734193.91561,0,0,1,1,1,0,0,0
1521007.39513,0,0,1,1,0,0,1,0
1773486.26655,0,0,1,1,1,0,1,0
1497453.81936,1,0,1,1,0,0,0,0
1536797.31982,1,0,1,1,0,0,1,0
1755876.88419,1,0,1,1,1,0,0,0
1795169.23514,1,0,1,1,1,0,1,0
