$<obj,$HAVE_SEQUENCE,$HAVE_QUEUE,$HAVE_CRYPTO,$HAVE_REPLICATION,$HAVE_STATISTICS,$HAVE_HASH,$HAVE_VERIFY,$DIAGNOSTIC
935126.947248,0,0,0,0,0,0,0,0
1083118.10205,0,0,0,0,1,0,0,0
945694.930715,1,0,0,0,0,0,0,0
1097630.09682,1,0,0,0,1,0,0,0
961458.527707,0,0,0,0,0,0,1,0
972026.511174,1,0,0,0,0,0,1,0
1109413.3752,0,0,0,0,1,0,1,0
1123925.36997,1,0,0,0,1,0,1,0
981499.125911,0,0,0,1,0,0,0,0
1150509.1016,0,0,0,1,1,0,0,0
1007830.70637,0,0,0,1,0,0,1,0
1176806.44945,0,0,0,1,1,0,1,0
992067.109378,1,0,0,1,0,0,0,0
1018398.68984,1,0,0,1,0,0,1,0
1165021.09637,1,0,0,1,1,0,0,0
1191318.44422,1,0,0,1,1,0,1,0
965172.246925,0,1,0,0,0,0,0,0
1116931.06323,0,1,0,0,1,0,0,0
975740.230392,1,1,0,0,0,0,0,0
1131443.058,1,1,0,0,1,0,0,0
1011850.44435,0,1,0,1,0,0,0,0
1022418.42782,1,1,0,1,0,0,0,0
1184628.08155,0,1,0,1,1,0,0,0
1199140.07632,1,1,0,1,1,0,0,0
991503.827384,0,1,0,0,0,0,1,0
1143226.33638,0,1,0,0,1,0,1,0
1038182.02481,0,1,0,1,0,0,1,0
1210925.4294,0,1,0,1,1,0,1,0
1002071.81085,1,1,0,0,0,0,1,0
1048750.00828,1,1,0,1,0,0,1,0
1157738.33115,1,1,0,0,1,0,1,0
1225437.42417,1,1,0,1,1,0,1,0
994181.788245,0,0,0,0,0,1,0,0
1150308.89272,0,0,0,0,1,1,0,0
1004749.77171,1,0,0,0,0,1,0,0
1164820.88749,1,0,0,0,1,1,0,0
1020430.38057,0,0,0,0,0,1,1,0
1030998.36403,1,0,0,0,0,1,1,0
1176557.48504,0,0,0,0,1,1,1,0
1191069.47981,1,0,0,0,1,1,1,0
1024239.53614,0,1,0,0,0,1,0,0
1184134.30212,0,1,0,0,1,1,0,0
1050488.12846,0,1,0,0,0,1,1,0
1210382.89444,0,1,0,0,1,1,1,0
1034807.51961,1,1,0,0,0,1,0,0
1061056.11193,1,1,0,0,0,1,1,0
1198646.29689,1,1,0,0,1,1,0,0
1224894.88921,1,1,0,0,1,1,1,0
1040553.96691,0,0,0,1,0,1,0,0
1217701.96697,0,0,0,1,1,1,0,0
1051121.95037,1,0,0,1,0,1,0,0
1232213.96174,1,0,0,1,1,1,0,0
1070917.73357,0,1,0,1,0,1,0,0
1081485.71703,1,1,0,1,0,1,0,0
1251833.39514,0,1,0,1,1,1,0,0
1266345.38991,1,1,0,1,1,1,0,0
1066802.55923,0,0,0,1,0,1,1,0
1243948.48459,0,0,0,1,1,1,1,0
1097166.32589,0,1,0,1,0,1,1,0
1278079.91276,0,1,0,1,1,1,1,0
1077370.54269,1,0,0,1,0,1,1,0
1107734.30935,1,1,0,1,0,1,1,0
1258460.47936,1,0,0,1,1,1,1,0
1292591.90753,1,1,0,1,1,1,1,0
945255.093579,0,0,1,0,0,0,0,0
1093246.24838,0,0,1,0,1,0,0,0
955823.077045,1,0,1,0,0,0,0,0
1107758.24315,1,0,1,0,1,0,0,0
971586.674038,0,0,1,0,0,0,1,0
982154.657505,1,0,1,0,0,0,1,0
1119541.52153,0,0,1,0,1,0,1,0
1134053.5163,1,0,1,0,1,0,1,0
991627.272241,0,0,1,1,0,0,0,0
1160637.24793,0,0,1,1,1,0,0,0
1017958.8527,0,0,1,1,0,0,1,0
1186934.59578,0,0,1,1,1,0,1,0
1002195.25571,1,0,1,1,0,0,0,0
1028526.83617,1,0,1,1,0,0,1,0
1175149.2427,1,0,1,1,1,0,0,0
1201446.59055,1,0,1,1,1,0,1,0
1004309.93458,0,0,1,0,0,1,0,0
1160437.03905,0,0,1,0,1,1,0,0
1014877.91804,1,0,1,0,0,1,0,0
1174949.03382,1,0,1,0,1,1,0,0
1050682.11324,0,0,1,1,0,1,0,0
1061250.0967,1,0,1,1,0,1,0,0
1227830.1133,0,0,1,1,1,1,0,0
1242342.10807,1,0,1,1,1,1,0,0
1030558.5269,0,0,1,0,0,1,1,0
1186685.63137,0,0,1,0,1,1,1,0
1076930.70556,0,0,1,1,0,1,1,0
1254076.63092,0,0,1,1,1,1,1,0
1041126.51036,1,0,1,0,0,1,1,0
1087498.68903,1,0,1,1,0,1,1,0
1201197.62614,1,0,1,0,1,1,1,0
1268588.62569,1,0,1,1,1,1,1,0
975300.393256,0,1,1,0,0,0,0,0
1127059.20956,0,1,1,0,1,0,0,0
985868.376723,1,1,1,0,0,0,0,0
1141571.20433,1,1,1,0,1,0,0,0
1001631.97371,0,1,1,0,0,0,1,0
1012199.95718,1,1,1,0,0,0,1,0
1153354.48271,0,1,1,0,1,0,1,0
1167866.47748,1,1,1,0,1,0,1,0
