$<obj,$no_host_directories,$verbose,$no_clobber,$save_headers,$verbosity,$output_file,$quiet,$strict_comments,$no_http_keep_alive,$no_dns_cache,$base,$server_response,$no_verbose,$no_cookies,$convert_links,$no_directories
3161.91129462,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
3264.79646577,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
3260.95029115,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
3269.40225448,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0
3165.55553967,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
3159.78627774,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0
3163.63245236,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0
3165.55553967,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
3259.78681792,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
3275.17151641,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
3254.01755599,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
3255.9406433,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
3375.1720566,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
3162.67090871,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0
3258.67144889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3266.51762351,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0
3269.40225448,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0
3267.47916717,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0
3153.05547215,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0
3253.05601233,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
3269.40225448,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
3261.70990523,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0
3268.44071082,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0
3408.82608454,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0
3269.40225448,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0
3259.78681792,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0
3266.51762351,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0
3259.78681792,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0
3146.32466656,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0
3247.2867504,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1
3257.86373061,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
3254.01755599,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0
3261.70990523,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
3411.71071551,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0
3264.5945362,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
3271.32534179,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0
3270.16186856,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0
3270.16186856,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0
3194.19991977,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0
3253.81562642,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1
3262.46951932,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0
3266.31569394,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0
3274.00804319,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0
3424.00885346,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0
3272.08495588,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0
3162.46897914,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0
3161.50743548,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0
11421.1674372,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0
3259.58488835,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1
3280.73884878,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
3254.77717007,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0
3258.6233447,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0
3379.77784531,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0
3163.43052279,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0
3164.39206645,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0
3167.27669741,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0
3263.43106298,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1
3274.00804319,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0
3256.70025739,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0
3258.6233447,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0
3380.73938896,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0
3158.62280451,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0
3165.3536101,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0
3265.35415029,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1
3278.81576147,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0
3251.89253911,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0
3257.66180104,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0
3380.73938896,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0
3163.43052279,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0
3164.39206645,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0
3159.58434817,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
3157.66126086,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
3214.39233654,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1
3312.46978941,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1
3164.39206645,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1
3260.54643201,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
3254.77717007,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
3261.50797566,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
3407.66261132,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
3262.46951932,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
3270.16186856,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0
