$<obj,$heuristic,$transExt,$transExtDynamic,$heuristicVmtf,$eq3,$eq2,$eq5,$eq4,$heuristicUnit,$eq1,$transExtAll,$heuristicBerkmin,$transExtWeight,$transExtChoice,$eqFixpoint,$backprop,$heuristicVsids,$eq,$satPreproYes
48376.7149515,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1
49366.5721549,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1
38017.4510158,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0
40424.3241005,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0
43771.4133373,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1
45420.9158647,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1
36710.3760218,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
37871.2523833,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0
38127.7811204,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1
39691.7740688,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1
27817.3798013,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0
29552.3919078,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0
105362.741557,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1
101551.84668,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,1
155080.064727,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
146150.810761,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0
52700.2780857,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1
51796.708896,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1
43819.108302,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
44528.00546,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0
97531.728813,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
95406.5942083,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1
79207.858372,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
74480.7894336,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
91411.6860843,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
92499.2685208,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
70656.9004676,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
75201.5130284,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
75054.9251786,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
74578.9038841,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1
66076.0301617,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
61788.7247727,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
212248.936927,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
209818.410969,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1
291381.555288,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
280644.384508,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
113985.436517,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
112532.162891,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
100975.375631,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
101464.391014,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
48535.5184555,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1
49610.8852379,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1
38518.2928359,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0
40803.0093791,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0
44101.2359994,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1
45787.3854892,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1
36576.0038262,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
37565.8610296,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0
38274.3689702,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1
39606.2644898,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1
27866.2424179,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0
29430.2353663,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0
104642.017962,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1
102956.646907,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1
154505.928982,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0
144880.38273,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0
52113.9266866,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1
51821.1402043,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1
43660.3047981,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
44906.6907386,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0
48437.7932223,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1
49085.6121095,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1
38420.5676027,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0
40717.4998,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0
43808.0602998,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1
45555.2880604,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1
36637.0820969,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
37688.0175711,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
38078.9185038,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1
39655.1271064,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1
28208.2807341,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0
29430.2353663,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0
105277.231978,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1
102651.255553,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,1
152661.365205,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0
146505.064731,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0
52688.0624316,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1
51894.4341292,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1
43672.5204523,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
45798.4334915,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
48413.361914,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1
49183.3373427,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,1
38457.2145652,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0
40827.4406874,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0
43954.6481496,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1
45628.5819853,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1
36221.7498559,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
37712.4488794,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
37859.0367292,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1
39777.2836479,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1
28269.3590048,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0
29210.3535916,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0
105265.016324,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1
102125.982425,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1
154505.928982,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0
145381.22455,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0
52028.4171075,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1
52163.1785205,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1
43452.6386776,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
44992.2003177,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
48278.9897183,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1
49488.7286964,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,1
38469.4302193,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0
40766.3624166,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0
43966.8638037,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1
45481.9941355,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1
36258.3968183,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
