$<obj,$HAVE_SEQUENCE,$HAVE_QUEUE,$HAVE_CRYPTO,$HAVE_REPLICATION,$HAVE_STATISTICS,$HAVE_HASH,$HAVE_VERIFY,$DIAGNOSTIC
1203330.70261,0,0,0,0,0,0,0,0
1393766.91301,0,0,0,0,1,0,0,0
1216929.40255,1,0,0,0,0,0,0,0
1412440.80612,1,0,0,0,1,0,0,0
1237214.15672,0,0,0,0,0,0,1,0
1250812.85667,1,0,0,0,0,0,1,0
1427603.64652,0,0,0,0,1,0,1,0
1446277.53963,1,0,0,0,1,0,1,0
1263002.5988,0,0,0,1,0,0,0,0
1480486.03802,0,0,0,1,1,0,0,0
1296886.05292,0,0,0,1,0,0,1,0
1514325.44128,0,0,0,1,1,0,1,0
1276601.29875,1,0,0,1,0,0,0,0
1310484.75287,1,0,0,1,0,0,1,0
1499159.93113,1,0,0,1,1,0,0,0
1532999.33439,1,0,0,1,1,0,1,0
1241993.00773,0,1,0,0,0,0,0,0
1437277.48262,0,1,0,0,1,0,0,0
1255591.70768,1,1,0,0,0,0,0,0
1455951.37574,1,1,0,0,1,0,0,0
1302058.69193,0,1,0,1,0,0,0,0
1315657.39188,1,1,0,1,0,0,0,0
1524390.39564,0,1,0,1,1,0,0,0
1543064.28875,1,1,0,1,1,0,0,0
1275876.46185,0,1,0,0,0,0,1,0
1471114.21613,0,1,0,0,1,0,1,0
1335942.14605,0,1,0,1,0,0,1,0
1558229.79889,0,1,0,1,1,0,1,0
1289475.1618,1,1,0,0,0,0,1,0
1349540.84599,1,1,0,1,0,0,1,0
1489788.10924,1,1,0,0,1,0,1,0
1576903.692,1,1,0,1,1,0,1,0
1279322.77546,0,0,0,0,0,1,0,0
1480228.40722,0,0,0,0,1,1,0,0
1292921.47541,1,0,0,0,0,1,0,0
1498902.30034,1,0,0,0,1,1,0,0
1313099.43961,0,0,0,0,0,1,1,0
1326698.13956,1,0,0,0,0,1,1,0
1514005.07138,0,0,0,0,1,1,1,0
1532678.96449,1,0,0,0,1,1,1,0
1318001.09908,0,1,0,0,0,1,0,0
1523754.99533,0,1,0,0,1,1,0,0
1351777.76323,0,1,0,0,0,1,1,0
1557531.65948,0,1,0,0,1,1,1,0
1331599.79903,1,1,0,0,0,1,0,0
1365376.46318,1,1,0,0,0,1,1,0
1542428.88845,1,1,0,0,1,1,0,0
1576205.5526,1,1,0,0,1,1,1,0
1338994.67166,0,0,0,1,0,1,0,0
1566950.20198,0,0,0,1,1,1,0,0
1352593.3716,1,0,0,1,0,1,0,0
1585624.0951,1,0,0,1,1,1,0,0
1378066.78328,0,1,0,1,0,1,0,0
1391665.48323,1,1,0,1,0,1,0,0
1610870.57809,0,1,0,1,1,1,0,0
1629544.47121,1,1,0,1,1,1,0,0
1372771.33581,0,0,0,1,0,1,1,0
1600724.19638,0,0,0,1,1,1,1,0
1411843.44743,0,1,0,1,0,1,1,0
1644644.5725,0,1,0,1,1,1,1,0
1386370.03576,1,0,0,1,0,1,1,0
1425442.14738,1,1,0,1,0,1,1,0
1619398.0895,1,0,0,1,1,1,1,0
1663318.46561,1,1,0,1,1,1,1,0
1216363.41573,0,0,1,0,0,0,0,0
1406799.62613,0,0,1,0,1,0,0,0
1229962.11567,1,0,1,0,0,0,0,0
1425473.51924,1,0,1,0,1,0,0,0
1250246.86985,0,0,1,0,0,0,1,0
1263845.56979,1,0,1,0,0,0,1,0
1440636.35964,0,0,1,0,1,0,1,0
1459310.25275,1,0,1,0,1,0,1,0
1276035.31193,0,0,1,1,0,0,0,0
1493518.75114,0,0,1,1,1,0,0,0
1309918.76604,0,0,1,1,0,0,1,0
1527358.1544,0,0,1,1,1,0,1,0
1289634.01187,1,0,1,1,0,0,0,0
1323517.46599,1,0,1,1,0,0,1,0
1512192.64425,1,0,1,1,1,0,0,0
1546032.04751,1,0,1,1,1,0,1,0
1292355.48858,0,0,1,0,0,1,0,0
1493261.12035,0,0,1,0,1,1,0,0
1305954.18853,1,0,1,0,0,1,0,0
1511935.01346,1,0,1,0,1,1,0,0
